code,name,altname,label,x,y
E05001540,Mandale and Victoria,,E05001540,445834.190017091,517991.607067903
E05002733,Sutton,,E05002733,541938.606755301,279094.290895462
E05001998,St George East,,E05001998,363532.421172182,173270.458564644
E05001199,Oscott,,E05001199,407249.768024537,293928.600803094
E05008336,"Bromham, Rowde and Potterne",,E05008336,397891.902950754,162829.489861268
E05005379,Wrightington,,E05005379,352436.858192693,410407.934518915
E05003704,Cranborne Chase,,E05003704,391980.154055195,113231.467258526
E05001413,Ardsley and Robin Hood,,E05001413,430610.383814909,425901.236887769
E05006943,Bourne Vale,,E05006943,415410.913259776,302908.955698707
E05002259,Rainham North,,E05002259,581843.191564681,168908.397928459
E05003209,Brough,,E05003209,382722.983999004,514598.993047393
E05005740,Springvale and Scarning,,E05005740,593911.411420424,313443.267526774
E05003215,Hesket,,E05003215,346869.255447177,541590.730806558
E05007200,Felixstowe South East,,E05007200,630880.117220069,235014.699741695
E05000699,Didsbury East,,E05000699,385004.493313213,390704.983726793
E05002741,Elm and Christchurch,,E05002741,545345.604997731,301494.946357465
E05007114,St Mary's,,E05007114,562291.43985594,263302.993641907
E05007915,Harvington and Norton,,E05007915,404257.34726973,248063.240581359
E05007582,Bersted,,E05007582,492700.137467416,101473.853852751
E05000697,City Centre,,E05000697,383869.389640176,397900.572961884
E05008182,Ruyton and Baschurch,,E05008182,340572.268791107,324399.005506386
E05003612,Teignmouth East,,E05003612,294365.734367788,74256.8783972057
E05003139,Stainburn,,E05003139,302387.190430893,528989.662957848
E05008186,Severn Valley,,E05008186,357401.707861233,305104.422445506
E05003938,Old Hastings,,E05003938,583060.635113947,110098.401626397
E05005718,Welton,,E05005718,501985.292913169,383335.964200655
E05008375,Melksham South,,E05008375,390806.423496021,163249.589277936
E05000076,Falconwood and Welling,,E05000076,545745.577624339,175320.884513593
E05000877,St Bartholomews,,E05000877,343770.826858312,391026.199595798
E05005707,Market Rasen,,E05005707,513621.132142174,387800.255642392
E05000558,Carshalton Central,,E05000558,527524.035709776,164403.238081354
E05003342,Ashbourne North,,E05003342,419071.197426231,347405.227408515
E05006973,Kidsgrove,,E05006973,384705.676164836,355005.328046757
E05001200,Perry Barr,,E05001200,406718.880224793,292053.384874853
E05003781,Wey Valley,,E05003781,366783.04712489,82169.6728201695
E05002176,Fletton and Woodston,,E05002176,518689.423493546,297545.420447325
E05000284,Woodside,,E05000284,531371.741439178,190979.157846291
E05004751,Borehamwood Kenilworth,,E05004751,520796.043778364,197138.162355473
E05000315,Hylands,,E05000315,552473.294407754,187249.460768984
E05004482,Petersfield Bell Hill,,E05004482,473992.98433765,123849.120451608
E05001618,Westbrook,,E05001618,358036.508871118,390743.409473169
E05000383,Brompton,,E05000383,527133.785282779,179019.060482666
E05007568,Marine,,E05007568,521906.806875432,104668.471068113
E05007052,Checkley,,E05007052,400783.156345934,339066.165238425
E05007853,Lindridge,,E05007853,367885.679399147,270544.652873984
E05002066,Rodway,,E05002066,365955.17419104,175950.296308682
E05003277,Windermere Bowness North,,E05003277,339313.750633603,494321.251955153
E05000394,Pembridge,,E05000394,525058.534918802,180708.711865792
E05000597,Hale End and Highams Park,,E05000597,538945.749760643,191189.957246416
E05005264,Reedley,,E05005264,384036.480262662,435908.193085941
E05005776,Spixworth with St Faiths,,E05005776,623389.516107971,315198.996190632
E05007278,Ewell Court,,E05007278,521006.797766991,164246.942862666
E05004787,Clarence,,E05004787,516142.97369184,207614.92479205
E05003469,Exmouth Halsdon,,E05003469,300409.39057433,82668.8601646041
E05001815,Oakham North East,,E05001815,486291.360063926,309490.685466381
E05002678,Bowerdean,,E05002678,487741.306966897,193553.466076376
E05005215,Netherton,,E05005215,374526.974227931,432790.196774876
E05001014,Thorne,,E05001014,469196.787203738,408423.643837855
E05000263,Shepherd's Bush Green,,E05000263,523227.460069681,180135.486640397
E05000436,Vassall,,E05000436,531417.360227847,176794.402164086
E05006520,Banbury Easington,,E05006520,444439.515413532,238796.390889079
E05002452,Paulsgrove,,E05002452,462324.971233048,104475.044128786
E05005813,Gaywood Chase,,E05005813,563183.235982033,319911.115188525
E05005012,Dunton Green and Riverhead,,E05005012,551146.574230061,156612.556899634
E05001991,Hillfields,,E05001991,363578.613993509,174990.13418947
E05001190,Hodge Hill,,E05001190,412447.271033185,289082.179797109
E05004531,Alverstoke,,E05004531,459445.329114953,98961.0033892778
E05008726,Eaton Park,,E05008726,389932.940764167,346370.065147742
E05004628,Abbey,,E05004628,435187.876067444,121383.545034769
E05003724,Castle,,E05003724,399237.097676372,83547.5980471862
E05005230,Harbour,,E05005230,342900.478495631,463833.166614169
E05006218,Leeming Bar,,E05006218,428709.898276905,493333.267975658
E05001359,Manningham,,E05001359,415433.186419314,434561.84415022
E05001323,Blakenhall,,E05001323,391353.044888821,296549.582924269
E05001630,Livesey with Pleasington,,E05001630,364698.727357307,426639.318500429
E05002400,Danesborough,,E05002400,491356.532937346,235183.359546693
E05004741,Ware Chadwell,,E05004741,535693.396107376,213603.7920269
E05001048,Dore and Totley,,E05001048,430533.010460333,381188.648929837
E05001849,Castle,,E05001849,331707.30086552,249137.743080177
E05005451,The Wolds,,E05005451,460058.3069569,322064.335274767
E05000419,Clapham Town,,E05000419,529185.233250825,175664.478477949
E05001904,Newport North,,E05001904,374529.735339303,319916.578597085
E05001105,Parklands,,E05001105,424705.04240457,570271.508958293
E05003373,Hallam Fields,,E05003373,447206.193524756,339998.706240778
E05001376,Illingworth and Mixenden,,E05001376,406403.760424453,430091.513655999
E05006473,Collingham and Meering,,E05006473,484223.398597715,366541.255871239
E05005624,"Eagle, Swinderby and Witham St Hughs",,E05005624,488433.32567695,366074.153940054
E05008639,Macclesfield West and Ivy,,E05008639,389782.08105943,373128.46063468
E05008727,Etruria and Hanley,,E05008727,387255.699800808,347771.104860559
E05001667,Bransholme East,,E05001667,510919.68850462,435069.581211005
E05007637,Langley Green,,E05007637,526370.117562739,140149.230792014
E05002442,Central Southsea,,E05002442,465513.249462082,99480.6676512808
E05000771,Pendlebury,,E05000771,378905.823809406,402490.716351143
E05003177,Upperby,,E05003177,341194.139185613,553597.208305217
E05003976,Old Town,,E05003976,574941.677928013,108899.142803221
E05007224,Walberswick and Wenhaston,,E05007224,643367.412912392,274316.980913595
E05002312,Thatcham Central,,E05002312,451465.442642109,167210.813292219
E05008224,Flexbury and Poughill,,E05008224,224218.297985474,110181.211430893
E05002425,Hanover and Elm Grove,,E05002425,532462.851558838,105329.745816076
E05008610,Alderley Edge,,E05008610,384590.583609971,378566.896764095
E05001693,Dale,,E05001693,495800.536121408,431368.600542133
E05002273,Bullbrook,,E05002273,488157.032604268,169368.121783299
E05000450,Perry Vale,,E05000450,536026.081952072,172634.698205934
E05007564,Cokeham,,E05007564,517211.035598975,106298.255321191
E05004511,Hiltingbury East,,E05004511,444394.405994263,121782.156797194
E05003464,Clyst Valley,,E05003464,298991.979269234,90706.8266485148
E05005342,Leyland Central,,E05005342,354574.902944485,422227.564672107
E05008586,Bidford and Salford,,E05008586,407994.111536648,252124.152831214
E05002049,Charfield,,E05002049,369663.402526877,191829.119817911
E05005044,Folkestone Sandgate,,E05005044,620117.258657511,135522.852915579
E05001760,Micklegate,,E05001760,459668.115602504,450207.353671663
E05007433,Godalming Holloway,,E05007433,496919.595594417,142881.138817809
E05004366,Elmbridge,,E05004366,385553.172710868,219101.780756901
E05004513,Netley Abbey,,E05004513,445368.73627507,108658.586101645
E05006262,Ripon Minster,,E05006262,431928.063459315,470975.458813169
E05003247,Kendal Castle,,E05003247,353463.568833178,492445.920969602
E05001989,Hengrove,,E05001989,360222.492289941,168658.861289524
E05001188,Handsworth Wood,,E05001188,404148.662375927,291313.423656693
E05000468,Ravensbury,,E05000468,526572.514333119,167919.137422646
E05003316,Shirebrook North West,,E05003316,451893.869141524,368393.113792009
E05008888,Sherwood,,E05008888,452705.295921372,363040.375098978
E05004607,Ringwood North,,E05004607,415338.927764114,106105.099623526
E05001046,Crookes,,E05001046,431658.566958455,387301.10192951
E05001847,Bromyard,,E05001847,360962.311004867,251541.55229164
E05002097,Sutton and Mount Gould,,E05002097,249410.151965155,54451.4315745831
E05007151,Rickinghall and Walsham,,E05007151,603086.588993001,274474.370768675
E05003280,Alfreton,,E05003280,441157.527001807,355814.524495695
E05000108,Bromley Common and Keston,,E05000108,542144.352780559,165697.680101954
E05000909,Speke-Garston,,E05000909,342310.530182256,382328.024541389
E05004113,South Woodham-Chetwood and Collingwood,,E05004113,581389.603495727,196485.630580388
E05000308,Elm Park,,E05000308,552460.202585759,184863.697176989
E05008198,Worfield,,E05008198,375284.293677859,298625.668362054
E05004912,Heron,,E05004912,617559.877344663,168037.157153292
E05002330,Redlands,,E05002330,472670.218733268,172487.283527327
E05003203,Sandwith,,E05003203,296426.975438148,514709.556600066
E05003958,Peacehaven North,,E05003958,541421.532602419,102396.570644866
E05001020,Brinsworth and Catcliffe,,E05001020,441933.268297741,389644.915522637
E05003159,Belle Vue,,E05003159,337677.144977379,555947.234091612
E05001821,Whissendine,,E05001821,482472.906618569,314553.869097763
E05004676,Wickham,,E05004676,456434.230057019,110849.456526107
E05000900,Kirkdale,,E05000900,333923.865365902,392669.85966493
E05007160,Wetheringsett,,E05007160,613656.323768568,267545.490900192
E05000101,Sudbury,,E05000101,516916.865444397,185491.288802496
E05001173,Washington Central,,E05001173,430572.213656608,555817.383568032
E05000573,Bethnal Green North,,E05000573,534836.335005162,183156.016368973
E05001972,Ashley,,E05001972,359674.608570864,174480.998632478
E05004110,Rettendon and Runwell,,E05004110,576997.427248301,196623.499325059
E05004911,Herne and Broomfield,,E05004911,618521.763648147,165695.680182043
E05000233,Chatham,,E05000233,535440.050395881,185077.432355016
E05004812,Pin Green,,E05004812,524743.763215153,225159.088886796
E05004013,Polegate South,,E05004013,557948.287089472,104403.483505743
E05001208,Springfield,,E05001208,409566.818740094,282864.092862662
E05008411,Warminster Copheap and Wylye,,E05008411,395467.064461919,142720.264044023
E05006623,Sunningwell and Wootton,,E05006623,448062.655738697,201179.473417642
E05006522,Banbury Hardwick,,E05006522,444224.62739934,242203.36384759
E05002265,Strood North,,E05002265,573214.950591598,169855.014614518
E05002731,Soham South,,E05002731,557274.965167339,272137.203327991
E05004765,Chesfield,,E05004765,522875.95498197,228005.369089184
E05008170,Market Drayton West,,E05008170,366562.581917667,333855.813861759
E05007168,Chedburgh,,E05007168,582062.547031633,258433.973942228
E05007969,Chester-le-Street West Central,,E05007969,425524.594990578,551420.330543021
E05008274,Rame,,E05008274,240556.176841376,53373.0814031134
E05004373,Podsmead,,E05004373,382277.325928375,215963.772104822
E05006444,Woodthorpe,,E05006444,458799.564183989,343941.561823342
E05003922,Langney,,E05003922,562042.285689235,103235.153136029
E05003123,Ellen,,E05003123,306870.967690985,537581.344696446
E05006371,Sutton in Ashfield Central,,E05006371,449072.96187734,359600.198329372
E05005591,Sibsey,,E05005591,534912.719036666,351306.504268491
E05001529,Billingham North,,E05001529,446198.639060731,525456.95446932
E05008221,Falmouth Penwerris,,E05008221,180162.016727943,33387.7937193589
E05003173,Morton,,E05003173,338428.562694332,554536.481101879
E05003972,Eastern Rother,,E05003972,593365.058622197,119931.107357022
E05007655,Holbrook East,,E05007655,518566.486647377,132763.707114521
E05006820,Blackmoor Vale,,E05006820,368984.421888341,123492.407329639
E05008933,Fordingbridge,,E05008933,414312.271439979,114201.325764069
E05008677,Hartford and Greenbank,,E05008677,363672.002107561,372244.874770265
E05002153,Freshbrook and Grange Park,,E05002153,410913.121554501,183897.622920869
E05004925,Wincheap,,E05004925,613583.069032679,156197.568132196
E05003198,Millom Without,,E05003198,317119.560699884,489139.394680278
E05000570,Wallington South,,E05000570,528922.452152603,163343.816939366
E05008825,Billing,,E05008825,481001.182459791,262590.648665648
E05000747,Littleborough Lakeside,,E05000747,395208.324106858,417024.084101341
E05003999,Frant/Withyham,,E05003999,554785.752253986,135028.463891863
E05008024,Bedlington East,,E05008024,426717.82440636,582719.506788133
E05004124,Copford and West Stanway,,E05004124,592234.169177428,222599.311673261
E05004450,Popley West,,E05004450,463128.13731474,154136.494017051
E05004965,Chalk,,E05004965,568091.725589945,173714.307547894
E05004164,Loughton St John's,,E05004164,542686.530172031,197990.73760916
E05003543,Fremington,,E05003543,250208.45039435,131839.100365906
E05006194,Gargrave and Malhamdale,,E05006194,390473.975828297,461284.271034038
E05006995,Featherstone and Shareshill,,E05006995,394178.528639131,305594.247444866
E05000955,Bidston and St James,,E05000955,329422.203701824,390007.508908209
E05000154,Fieldway,,E05000154,538118.483360182,163467.009877666
E05006277,Catterick,,E05006277,423892.681419625,497430.935213883
E05006766,"Cranmore, Doulting and Nunney",,E05006766,368423.061137399,144447.688704102
E05002127,Wallisdown and Winton West,,E05002127,407407.837211862,94294.7528437336
E05006476,Farndon,,E05006476,478488.679338599,348179.027022852
E05003489,Woodbury and Lympstone,,E05003489,300371.198790488,85935.8618140236
E05001218,Bablake,,E05001218,429649.450546875,282462.759266952
E05003216,Kirkby Stephen,,E05003216,379813.002457768,505463.77014593
E05007460,Atherstone South and Mancetter,,E05007460,431357.031612187,295844.115309493
E05005672,Glen Eden,,E05005672,501074.296694766,324915.529935729
E05005126,Vauxhall,,E05005126,558942.246314254,145052.978513278
E05005927,Central,,E05005927,488374.382740667,288729.779900201
E05008350,Chippenham Monkton,,E05008350,392561.412277132,173810.195692965
E05000474,Wimbledon Park,,E05000474,525410.99985951,171933.2564283
E05006585,Great Milton,,E05006585,463951.640167853,204174.948000354
E05004654,Cheriton and Bishops Sutton,,E05004654,459058.686340017,128114.649719836
E05003378,Little Hallam,,E05003378,446010.621624269,341496.104605461
E05008854,Upton,,E05008854,471646.84582652,259410.694804864
E05008055,Kitty Brewster,,E05008055,428079.859348347,581159.874537476
E05004219,Lodge,,E05004219,582632.779937506,190121.067492135
E05002625,Weedon,,E05002625,480946.687785938,219547.450840905
E05001782,Sinfin,,E05001782,435406.686052482,332035.190827054
E05003337,Rother,,E05003337,437802.470552068,369582.33202027
E05000930,West Park,,E05000930,349625.256507813,394731.865426069
E05000131,Cantelowes,,E05000131,529511.048704442,184557.158314721
E05001604,Grappenhall and Thelwall,,E05001604,364564.217624108,386201.116246062
E05000694,Cheetham,,E05000694,384386.939113694,400433.767850123
E05008620,Crewe Central,,E05008620,369822.891205482,356138.287664472
E05005514,Ashby Ivanhoe,,E05005514,434275.722230259,315661.538370883
E05001267,Great Bridge,,E05001267,397338.101735235,292503.421951868
E05006769,Frome Berkley Down,,E05006769,378993.272526558,148366.507923359
E05008281,St Austell Bay,,E05008281,204283.704896309,52776.61967033
E05003735,Winfrith,,E05003735,380491.376329689,87871.7970397067
E05008295,St Ive,,E05008295,230712.342958343,71432.6871089612
E05007199,Felixstowe South,,E05007199,629110.130873663,233251.239015854
E05007998,Peterlee East,,E05007998,443340.903413376,540909.482477996
E05007574,Southwick Green,,E05007574,523844.718617284,105330.459984881
E05002744,Kirkgate,,E05002744,547288.244454437,310538.384499656
E05007301,Send,,E05007301,502778.11014747,155157.86570507
E05004104,Great Baddow West,,E05004104,571886.693976606,204611.52839656
E05004905,Chartham and Stone Street,,E05004905,612507.120587181,151641.485318479
E05001585,Grange,,E05001585,352213.545084318,381677.201700653
E05001382,Ryburn,,E05001382,401854.27939148,418243.061931496
E05008292,St Enoder,,E05008292,189936.504379747,57056.9490107025
E05008898,Bridgwater Hamp,,E05008898,329755.058709466,135692.214982134
E05005210,Church,,E05005210,374432.9102068,429160.257281349
E05008329,Amesbury East,,E05008329,417613.984448732,141154.915220177
E05006348,Fairburn with Brotherton,,E05006348,449968.647629418,426952.843072195
E05005568,Holton le Clay,,E05005568,528930.107228476,402490.99070332
E05000463,Lavender Fields,,E05000463,527274.298597356,169604.625964178
E05003554,Newport,,E05003554,256729.827240441,132043.218897096
E05003217,Kirkby Thore,,E05003217,359799.159726107,527609.553293924
E05000405,Chessington South,,E05000405,517652.314477066,162339.127459609
E05000219,Eltham South,,E05000219,543873.392258537,174006.725265897
E05000517,East Sheen,,E05000517,520716.654311124,173895.806231615
E05004183,Little Parndon and Hare Street,,E05004183,543196.223184542,210292.601033434
E05004982,Allington,,E05004982,574215.589694066,157039.127220041
E05004624,St. John's,,E05004624,484579.146574994,156183.719099297
E05004682,Flamstead End,,E05004682,533835.582304999,204785.512132871
E05005843,Astley,,E05005843,602481.270783163,330658.962388932
E05005042,Folkestone Morehall,,E05005042,620732.610397987,136937.356136634
E05001082,"Ryton, Crookhill and Stella",,E05001082,415847.142488276,564361.031063278
E05001883,Arleston,,E05001883,366308.978502889,310700.15758729
E05004449,Popley East,,E05004449,464672.845441161,154746.408549253
E05008323,St. Agnes,,E05008323,87518.2976546854,11091.9072732793
E05002028,Portishead Redcliffe Bay,,E05002028,344303.985009524,175518.935589932
E05006565,St Margaret's,,E05006565,450956.804058675,208403.63595521
E05008494,Lake North,,E05008494,458735.357214665,84080.9072289227
E05006478,Lowdham,,E05006478,466838.856078675,347224.882640674
E05008574,Tewkesbury Prior's Park,,E05008574,388737.564965069,230949.238983513
E05001163,Redhill,,E05001163,436418.560657903,559414.845050518
E05001962,Radstock,,E05001962,369026.326339146,154947.243016067
E05001996,Lockleaze,,E05001996,360819.505624076,176475.396403244
E05001197,Nechells,,E05001197,408680.830796931,287540.71533174
E05002057,Frenchay and Stoke Park,,E05002057,362279.532349027,178568.901692461
E05004945,Capel-le-Ferne,,E05004945,626480.260267859,140007.895544132
E05008152,Chirbury and Worthen,,E05008152,330890.991835052,300674.174994213
E05004144,West Mersea,,E05004144,601886.953374986,213794.853062089
E05001204,Sheldon,,E05001204,415154.221263405,284895.787858984
E05003334,Middlecroft and Poolsbrook,,E05003334,443147.816158394,373804.014336594
E05007382,Mytchett and Deepcut,,E05007382,489832.111890547,156604.938870369
E05004236,Great and Little Oakley,,E05004236,620073.014595722,227433.716565102
E05003783,Weymouth West,,E05003783,367029.466501017,77827.5743982747
E05005248,Warton,,E05005248,347051.277432024,471984.541648566
E05000505,Goodmayes,,E05000505,546405.415728715,186861.83139863
E05004287,Wimbish and Debden,,E05004287,557193.939321317,234274.809508667
E05007478,Bede,,E05007478,435919.071887169,287331.783716377
E05000651,Bradshaw,,E05000651,374480.609746481,412628.487497877
E05005384,Brock,,E05005384,351721.182646656,441333.385779101
E05006397,Worksop North,,E05006397,457692.995180915,381629.055399143
E05003528,Upper Culm,,E05003528,313003.828585605,113300.252140615
E05005592,Skidbrooke with Saltfleet Haven,,E05005592,544991.530604881,389810.277077613
E05006526,Bicester North,,E05006526,458149.489978162,223935.874971372
E05007364,Ashford North and Stanwell South,,E05007364,506522.02171508,172795.988704873
E05001263,Charlemont with Grove Vale,,E05001263,402424.322237693,293939.197642348
E05007947,Henley,,E05007947,415298.57185659,264241.182332461
E05007146,Mendlesham,,E05007146,609094.581883056,266204.752074082
E05007651,"Cowfold, Shermanbury and West Grinstead",,E05007651,519606.963798809,120996.207130905
E05002108,St Mary's-with-Summercombe,,E05002108,292168.720431821,54877.2640727542
E05007661,Roffey North,,E05007661,519156.681314747,132370.101379235
E05005940,Weldon and Gretton,,E05005940,491336.994222369,291618.144371202
E05005141,Park,,E05005141,560722.743793784,139198.987256983
E05003361,Matlock St Giles,,E05003361,431605.354024802,359683.466120393
E05004220,Rayleigh Central,,E05004220,581499.680754022,190378.705493096
E05004571,Emsworth,,E05004571,474448.711264784,106303.899959699
E05005504,Melton Newport,,E05005504,476141.38929243,320555.086714367
E05002816,Swavesey,,E05002816,536433.213577844,267656.799480896
E05002017,Congresbury,,E05002017,343762.489647683,163164.234341722
E05003210,Crosby Ravensworth,,E05003210,363925.057885227,514929.037349318
E05000259,Palace Riverside,,E05000259,524166.919030366,176322.562366683
E05001772,Boulton,,E05001772,438174.5372234,332352.903878352
E05002750,Medworth,,E05002750,545072.667745067,307507.321200573
E05007392,Dormansland and Felcourt,,E05007392,540810.353307876,142556.797677798
E05008698,Tattenhall,,E05008698,350067.32105684,358663.160365467
E05005873,Waterside,,E05005873,640562.575870722,320929.688056373
E05005072,St Ann's,,E05005072,600643.858978398,161521.53885206
E05006282,Hipswell,,E05006282,416602.438060427,498444.097946369
E05005862,Priory,,E05005862,594279.079544328,342252.415577471
E05005063,"Hartlip, Newington and Upchurch",,E05005063,585032.495989707,167570.67933214
E05006402,Attenborough,,E05006402,452028.613470141,334509.221221808
E05005730,Eynsford,,E05005730,605513.527808672,319405.752553939
E05008404,Trowbridge Drynham,,E05008404,385610.017935273,156592.743598896
E05005426,Anstey,,E05005426,454716.762083902,308743.361752481
E05001593,Mersey,,E05001593,350735.033733635,382904.17882633
E05006302,Helmsley,,E05006302,457207.244093827,488864.204690712
E05008879,Oak Tree,,E05008879,457220.972688022,360607.481606907
E05008078,South Blyth,,E05008078,431296.740296204,579149.166473374
E05006515,Wiverton,,E05006515,470626.045234402,335025.378897248
E05005597,Tetford,,E05005597,530176.460972582,371346.757528377
E05001577,Appleton,,E05001577,351868.685539804,386405.863091158
E05004301,St Mark's,,E05004301,392730.053880097,222438.534220634
E05008495,Lake South,,E05008495,458076.710872791,82777.0523279028
E05000267,Bounds Green,,E05000267,530123.660059002,191264.998153027
E05004494,Whitehill Hogmoor,,E05004494,478735.858052543,135441.292266347
E05008849,Spencer,,E05008849,474040.003583613,261698.647425396
E05008048,Hexham Central with Acomb,,E05008048,393913.376814364,566573.577411962
E05000391,Holland,,E05000391,524595.256197612,179623.864998785
E05006491,Bingham West,,E05006491,469142.562308615,339318.519972433
E05006523,Banbury Neithrop,,E05006523,444959.7535729,241484.76446617
E05006631,Burford,,E05006631,424410.786918252,212875.906233112
E05005608,Birchwood,,E05005608,493154.642429462,369886.168760879
E05007524,Long Compton,,E05007524,428118.658107956,233754.183254481
E05008188,Shifnal North,,E05008188,375926.214422693,311338.222684847
E05004441,Grove,,E05004441,463793.5038997,150893.043851764
E05007125,Rushmere,,E05007125,618296.049808207,246159.92507833
E05002701,Tylers Green and Loudwater,,E05002701,490213.676450949,192351.966303637
E05005752,Watton,,E05005752,592005.300743254,300610.482670293
E05007924,South Bredon Hill,,E05007924,397025.169566861,237305.652740367
E05006335,"Scalby, Hackness and Staintondale",,E05006335,496008.661021275,494107.62595448
E05004516,Fareham East,,E05004516,458706.598754509,107804.175887567
E05002622,Tingewick,,E05002622,465049.411353845,234846.428192765
E05006467,Blidworth,,E05006467,459368.262675582,355593.67104644
E05003432,Killamarsh West,,E05003432,445016.787621318,380172.658953311
E05007414,Chiddingfold and Dunsfold,,E05007414,497326.671230134,134848.47329862
E05003734,West Purbeck,,E05003734,385732.331028529,84463.6628532392
E05006606,Blewbury and Upton,,E05006606,452150.30787125,185187.244332723
E05003418,Barlow and Holmesfield,,E05003418,430960.05680907,376406.550161239
E05005853,Holt,,E05005853,608036.525945764,338521.80017621
E05005052,North Downs East,,E05005052,621465.891560161,141478.258723973
E05008709,Broad Oak and the Hallingburys,,E05008709,553387.280119402,218225.234662527
E05000763,Claremont,,E05000763,379162.018577502,400401.236266205
E05005790,East Flegg,,E05005790,648408.730804327,318956.984521523
E05000718,Woodhouse Park,,E05000718,381794.354589327,385199.152974418
E05004578,Warren Park,,E05004578,470698.204153128,109215.195740655
E05004813,Roebuck,,E05004813,524393.893941607,222494.243251845
E05000984,Hoyland Milton,,E05000984,438097.685605256,401473.0486312
E05000185,Northolt West End,,E05000185,511472.876448475,183378.174625873
E05007907,Droitwich West,,E05007907,388803.879529869,263694.9758549
E05007106,Eriswell and The Rows,,E05007106,569427.947030144,278809.878076454
E05008397,The Collingbournes and Netheravon,,E05008397,421216.057169373,152991.672001053
E05005808,Downham Old Town,,E05005808,561037.631061986,303185.319326947
E05005009,"Brasted, Chevening and Sundridge",,E05005009,548598.090527273,154001.271316924
E05004328,Northleach,,E05004328,411383.214579332,213754.04380677
E05008835,Kingsthorpe,,E05008835,474321.227508913,263505.389123083
E05004012,Polegate North,,E05004012,558416.536608969,105685.122041918
E05008388,Salisbury Harnham,,E05008388,413968.774841414,128476.633879292
E05007496,Brownsover South,,E05007496,450776.989701691,276969.512419625
E05001610,Lymm,,E05001610,368644.314950023,386965.534934628
E05008034,College,,E05008034,428645.11701862,586327.830576545
E05000683,St Mary's,,E05000683,380542.139021669,403394.742188232
E05006213,Easingwold,,E05006213,452727.781152954,468404.340988775
E05001416,Bramley and Stanningley,,E05001416,423906.361069097,435646.290257442
E05003768,Winterborne St Martin,,E05003768,365873.016965378,88050.3318377342
E05002296,Clay Hill,,E05002296,448644.979177487,167908.446340452
E05003433,North Wingfield Central,,E05003433,441239.323611543,365384.459305955
E05006945,Chadsmead,,E05006945,410885.670603722,310787.120832316
E05000929,Town Centre,,E05000929,351583.508746904,394306.369302452
E05001383,Skircoat,,E05001383,408917.639658219,423459.444208853
E05004935,Newtown,,E05004935,555494.562080172,174240.663599434
E05000128,Belsize,,E05000128,527229.568295615,184616.019377815
E05008824,Abington,,E05008824,477068.036146433,261236.253092538
E05008792,Flitwick,,E05008792,502203.341633077,235070.520936995
E05002110,Tormohun,,E05002110,290971.868810775,64717.0397299999
E05004193,Great Totham,,E05004193,586571.749222269,212486.718182858
E05004848,Vicarage,,E05004848,510535.934899426,195879.04000562
E05003419,Brampton and Walton,,E05003419,433045.196851395,370151.296908608
E05004541,Lee East,,E05004541,457491.83595734,100503.778923358
E05001339,Wednesfield North,,E05001339,395848.101556976,301732.98336737
E05002754,St Andrews,,E05002754,524821.126729838,297515.081876168
E05004049,Great Notley and Braintree West,,E05004049,573936.8631754,221345.823014948
E05006434,Mapperley Plains,,E05006434,459967.306037866,345510.79353553
E05005877,Bowthorpe,,E05005877,618177.94929459,309204.464310649
E05006477,Farnsfield and Bilsthorpe,,E05006477,465261.80077362,356781.754950881
E05005159,Lanehead,,E05005159,385413.149562767,434550.101628238
E05001532,Bishopsgarth and Elm Tree,,E05001532,441754.328821475,520405.95914045
E05006340,Whitby West Cliff,,E05006340,489181.116654167,511327.708685133
E05007669,Ashurst Wood,,E05007669,541261.480099148,137097.232886399
E05006243,Harlow Moor,,E05006243,428597.232121743,454969.831914895
E05007951,Tanworth,,E05007951,412076.624437769,270664.968413072
E05004992,Fant,,E05004992,574153.089492248,154577.889385784
E05005958,Spratton,,E05005958,471576.536962391,272298.530286977
E05005076,Sheppey Central,,E05005076,596802.399492581,169790.352169006
E05008479,Arreton and Newchurch,,E05008479,454534.683926705,85326.3026093468
E05004693,Aldbury and Wigginton,,E05004693,495458.52908622,211005.462171377
E05000902,Mossley Hill,,E05000902,338066.781590594,385910.965790345
E05005282,Preston Rural East,,E05005282,356659.776803394,434142.11392346
E05008701,Whitby,,E05008701,339843.268771976,374654.947872525
E05003296,Ripley,,E05003296,440506.30054569,350805.44684934
E05006412,Cossall and Kimberley,,E05006412,448903.412596823,343393.907746903
E05001268,Greets Green and Lyng,,E05001268,399331.443939168,291145.326329328
E05003246,Holker,,E05003246,336618.399335448,469446.360551055
E05005515,Bardon,,E05005515,445889.383259366,313077.184704184
E05003963,Seaford North,,E05003963,549355.894239781,100747.794676545
E05003162,Burgh,,E05003162,333214.256377457,557136.906229507
E05007203,Grundisburgh,,E05007203,622256.152497598,249752.064838874
E05001201,Quinton,,E05001201,400905.417447756,284425.651899109
E05001756,Heworth Without,,E05001756,463131.401189937,453845.522264342
E05007150,Rattlesden,,E05007150,596192.106758663,258457.21226248
E05003468,Exmouth Brixington,,E05003468,302217.648287288,83647.4453233039
E05000760,Boothstown and Ellenbrook,,E05000760,372585.635167886,399640.163907879
E05007469,Kingsbury,,E05007469,421288.216960855,297661.868560389
E05007403,Valley,,E05007403,534364.012271243,156174.138453017
E05000515,Wanstead,,E05000515,540989.455208345,187338.522978734
E05008370,Malmesbury,,E05008370,393066.256898538,187860.763396391
