code,name,altname,label,x,y
E05006876,Taunton Manor and Wilton,,E05006876,322364.829204206,123861.414559932
E05001034,Valley,,E05001034,446061.006021377,393614.239819861
E05001835,Leen Valley,,E05001835,454281.556636805,341372.773177813
E05004883,North Willesborough,,E05004883,603330.776909591,142554.13103173
E05004082,Appleton,,E05004082,577172.298269276,187936.042959795
E05000765,Irlam,,E05000765,372415.517353671,396107.143202592
E05003698,Blandford Hilltop,,E05003698,389406.368830744,107576.831900206
E05004723,Datchworth & Aston,,E05004723,527403.985945843,220670.900215415
E05004939,Swanscombe,,E05004939,560469.316997357,175058.229465904
E05004138,St Anne's,,E05004138,601831.290970889,225869.634983143
E05006375,Underwood,,E05006375,447480.204748672,351159.595453075
E05002046,Bradley Stoke Central and Stoke Lodge,,E05002046,361374.568689648,182248.834061513
E05003486,Tale Vale,,E05003486,309268.825952958,103587.133645506
E05003223,Orton with Tebay,,E05003223,362366.133014548,504718.428082647
E05003512,Canonsleigh,,E05003512,303911.815031208,118624.04252584
E05005686,St Anne's,,E05005686,492282.106110408,335265.884113069
E05002283,Old Bracknell,,E05002283,486886.173876332,167520.150767481
E05008542,Feniton and Buckerell,,E05008542,312273.844932692,99354.8730720692
E05002601,Cheddington,,E05002601,492148.797809684,218334.305776254
E05001365,Tong,,E05001365,420032.624981554,430501.238665972
E05006537,Kidlington South,,E05006537,449590.263929702,213196.194492015
E05003275,Whinfell,,E05003275,356016.749041124,496992.969067235
E05002458,Bitterne,,E05002458,446757.710444231,112144.291330843
E05000722,Chadderton South,,E05000722,389829.49216416,403348.895805735
E05003128,Holme,,E05003128,311590.294569607,547763.832920524
E05006386,Everton,,E05006386,470363.099001791,394067.019788171
E05000414,Tolworth and Hook Rise,,E05000414,519124.606878362,165299.864452741
E05007663,Rudgwick,,E05007663,508761.860676226,132505.355508102
E05003929,Ashdown,,E05003929,578855.174679862,112610.966319046
E05005994,Ise Lodge,,E05005994,489080.049773956,278284.914089657
E05005195,Kirkham North,,E05005195,341672.583125323,432381.365336532
E05000931,Windle,,E05000931,348765.050133212,397232.817805303
E05000130,Camden Town with Primrose Hill,,E05000130,528457.959536852,184002.525122527
E05004341,Bromesberrow and Dymock,,E05004341,370409.620079699,232176.311774405
E05007153,Stowmarket Central,,E05007153,604497.096951084,258498.813904222
E05001484,Beckfield,,E05001484,453087.623606543,517912.494852291
E05000258,North End,,E05000258,524661.244906376,178073.985890222
E05002460,Coxford,,E05002460,439398.088725907,115970.832042402
E05006855,Yeovil South,,E05006855,354308.787701226,115364.078720135
E05006791,Wells St Cuthbert's,,E05006791,354127.703463723,145257.151311386
E05005469,Market Harborough-Great Bowden and Arden,,E05005469,473947.107613866,289461.423389763
E05005182,Lostock,,E05005182,348795.236070511,419420.513907627
E05008737,Joiner's Square,,E05008737,388694.857448977,347037.702333228
E05005983,Stanwick,,E05005983,500432.547592281,270941.666948852
E05006962,Summerfield,,E05006962,405406.374714291,308686.073443526
E05005530,Whitwick,,E05005530,443996.583517052,315729.660497997
E05005123,Snodland East,,E05005123,570642.413918436,161735.451733245
E05000460,Figge's Marsh,,E05000460,528225.497266539,169278.904631137
E05005922,Hethersett,,E05005922,615957.497130374,304809.345146414
E05005220,St Oswald's,,E05005220,372296.373485466,426419.401096873
E05003511,Cadbury,,E05003511,292692.038237965,105484.065965262
E05002309,St Johns,,E05002309,446812.655555786,165851.224701077
E05000595,Forest,,E05000595,538896.943830578,188348.138779143
E05006781,Rode and Norton St Philip,,E05006781,378611.476699541,154505.418079419
E05004532,Anglesey,,E05004532,461079.884563594,98519.3748098926
E05005357,Ashurst,,E05005357,349004.78890637,407648.714893082
E05002748,March North,,E05002748,539022.215947664,299032.891409291
E05007413,"Bramley, Busbridge and Hascombe",,E05007413,500111.553622822,141387.607160432
E05002098,Berry Head-with-Furzeham,,E05002098,292809.743928152,56169.1870074324
E05008577,Fenstanton,,E05008577,531273.529042863,268262.555115204
E05004829,Leavesden,,E05004829,510668.781671519,201268.969929612
E05001315,Rushall-Shelfield,,E05001315,403494.46321492,301456.059430361
E05004028,Lee Chapel North,,E05004028,568892.754615643,188737.195927903
E05007303,Stoke,,E05007303,499811.351699,151829.609731672
E05002209,Stopsley,,E05002209,510551.527810284,224232.470563007
E05004602,Marchwood,,E05004602,438853.715013889,110240.181933523
E05007702,Northbrook,,E05007702,510504.09667835,104696.350796838
E05008936,Dinnington,,E05008936,453831.900798477,387537.926525565
E05008137,Albrighton,,E05008137,381154.956207152,303204.581312723
E05008522,Heanor East,,E05008522,444292.176149025,345987.415737678
E05003674,Colehill West,,E05003674,401595.913496027,101191.888248372
E05002356,Clewer North,,E05002356,494414.146695056,177027.840046875
E05008603,Hutton and Locking,,E05008603,334922.964994951,158087.868612051
E05000617,Latchmere,,E05000617,527289.312808441,175972.885478284
E05008409,Urchfont and The Cannings,,E05008409,405222.758521172,160998.462739072
E05000333,Ickenham,,E05000333,506816.781985517,186226.686769707
E05006373,Sutton in Ashfield North,,E05006373,448164.586305255,361734.907175696
E05008424,Wootton Bassett South,,E05008424,406319.162070671,181621.654314537
E05004240,Harwich East Central,,E05004240,625033.048535036,231709.214998113
E05001633,Mill Hill,,E05001633,367018.563896152,426883.453273127
E05005902,Old Costessey,,E05005902,616783.988225938,311658.511383992
E05005415,Forest,,E05005415,452790.880052146,302778.798426639
E05003466,Dunkeswell,,E05003466,313845.292492903,106781.650101375
E05005103,Westgate-on-Sea,,E05005103,632107.260092183,169652.384925939
E05005680,Lincrest,,E05005680,500319.663868699,333942.614172565
E05008421,Winterslow,,E05008421,421960.973592698,131273.215110703
E05006214,Great Ayton,,E05006214,459405.924680399,509904.022975812
E05003654,Tavistock North,,E05003654,248089.050095827,75253.4786579181
E05001499,Pallister,,E05001499,451539.364443612,518791.212053654
E05000268,Bruce Grove,,E05000268,533377.554369459,190026.682650782
E05006610,Greendown,,E05006610,436895.82697608,186170.666830769
E05008548,Yeo,,E05008548,278119.363583912,97105.3090504371
E05005894,Ditchingham and Broome,,E05005894,632867.427199417,292901.885728633
E05005095,Newington,,E05005095,636296.645617866,165904.490194221
E05007011,Wombourne South East,,E05007011,387804.117672582,292660.699109364
E05004973,Painters Ash,,E05004973,563123.621437244,172200.491703962
E05004172,Shelley,,E05004172,555296.365973505,204863.532391973
E05002196,Challney,,E05002196,505637.362183947,222858.566411089
E05006027,Astwell,,E05006027,461234.300221756,242041.963667613
E05002635,Austenwood,,E05002635,499804.295404155,189567.190510174
E05004569,Bondfields,,E05004569,472546.187369224,108071.769176675
E05006826,Chard Avishayes,,E05006826,333770.330059913,109405.202753733
E05008207,Callington,,E05008207,236079.388234623,69374.5871112764
E05002237,Little Thurrock Blackshots,,E05002237,563050.47544725,179656.786647572
E05007070,Glascote,,E05007070,423038.623895224,302885.684911316
E05000962,Heswall,,E05000962,325426.239208312,380591.680755577
E05007871,Central,,E05007871,403752.48877359,266948.10819136
E05005826,St Lawrence,,E05005826,555127.240139544,314039.101948804
E05000163,Shirley,,E05000163,536632.969648686,165867.641357232
E05005027,Sevenoaks Kippington,,E05005027,552409.959398895,153712.634531649
E05004581,Barton,,E05004581,423230.093428574,93477.1193219834
E05002784,Sawtry,,E05002784,515444.289000477,282691.326514638
E05008508,Sandown North,,E05008508,461034.77035957,85318.7445375296
E05007255,Hersham North,,E05007255,511875.00470089,164896.250829411
E05007300,Pirbright,,E05007300,493194.417132852,155620.699203496
E05004440,Eastrop,,E05004440,464226.545877134,152035.301543647
E05002031,Weston-super-Mare Central,,E05002031,331169.021455015,161138.243803348
E05004683,Goffs Oak,,E05004683,532226.239799753,202749.991337895
E05005658,Spalding Wygate,,E05005658,523653.559833011,323281.133407208
E05002822,Waterbeach,,E05002822,549810.769142992,267540.419920201
E05002023,Nailsea North and West,,E05002023,345500.239311444,169807.347491242
E05004691,Adeyfield East,,E05004691,507824.286581855,208247.62806973
E05002611,Luffield Abbey,,E05002611,471430.585094361,237992.383135276
E05004762,Baldock East,,E05004762,525114.650373647,234094.539099413
E05000568,The Wrythe,,E05000568,527540.171270425,165524.100057512
E05005287,St Matthew's,,E05005287,355319.320817326,430183.943925871
E05007904,Droitwich East,,E05007904,390301.964308076,263165.70380565
E05007105,Brandon West,,E05007105,576438.385842331,284083.52340935
E05008528,Gransden and The Offords,,E05008528,524084.46656838,259559.922871482
E05006972,Keele,,E05006972,380889.247177841,345231.567392002
E05002810,Melbourn,,E05002810,540594.937633917,241675.38883828
E05006790,Wells Central,,E05006790,354936.966561888,145669.977794572
E05002011,Clevedon East,,E05002011,342391.845055779,171274.232070305
E05006201,Skipton East,,E05006201,401213.932401481,451963.504646529
E05001500,Park,,E05001500,449327.420297918,518730.716408833
E05003520,Lawrence,,E05003520,282750.817089488,100506.50067576
E05004641,Harroway,,E05004641,435015.564079829,146457.974872421
E05000208,Southgate,,E05000208,529993.06921303,194713.196077936
E05006780,Postlebury,,E05006780,372393.971055784,140809.810643566
E05007619,Petworth,,E05007619,498315.476285537,122589.937955236
E05001084,Wardley and Leam Lane,,E05001084,430265.159353396,560829.737194607
E05001885,Church Aston and Lilleshall,,E05001885,373211.281661611,316379.814221507
E05007506,Newbold,,E05007506,449487.041218786,276542.06540488
E05001202,Selly Oak,,E05001202,404681.227439475,282534.765256308
E05007352,Chertsey South and Row Town,,E05007352,503837.380026494,163833.583911747
E05004554,Fleet Courtmoor,,E05004554,481019.848109089,153053.238314703
E05001682,St Andrew's,,E05001682,507450.872202058,426842.247960172
E05005360,Birch Green,,E05005360,348871.010802059,406686.146553339
E05000485,Green Street East,,E05000485,541360.578961708,184519.039228792
E05002815,Sawston,,E05002815,548106.451949534,249995.944739463
E05002014,Clevedon Walton,,E05002014,341085.727590136,172435.191584884
E05007130,Westgate,,E05007130,615244.028203472,245229.205347458
E05002813,Orwell and Barrington,,E05002813,536101.900465219,250369.590899551
E05000744,Healey,,E05000744,389338.395838196,415254.869046463
E05007931,Broadwaters,,E05007931,383856.648957093,277770.999450999
E05002012,Clevedon North,,E05002012,340288.506120146,171637.823134503
E05004816,Symonds Green,,E05004816,522390.001427437,224793.405784591
E05004017,Uckfield North,,E05004017,547504.558697994,122141.786466198
E05001207,Sparkbrook,,E05001207,408194.557699299,284696.738274719
E05008630,Haslington,,E05008630,374737.602786356,354655.404109657
E05002211,Wigmore,,E05002211,512114.335111018,221767.881891946
E05004783,Royston Palace,,E05004783,535591.349886761,241674.120086675
E05000068,Brampton,,E05000068,548685.336544576,176531.535785143
E05000869,Kirkby Central,,E05000869,343819.709869713,397769.441204059
E05001362,Shipley,,E05001362,413612.180052678,437537.298447663
E05001909,St Georges,,E05001909,370254.006502926,311158.33654883
E05001225,Longford,,E05001225,435574.791626075,283191.064228086
E05004928,Castle,,E05004928,558320.221066332,174420.846977692
E05003566,Dartmouth and Kingswear,,E05003566,289446.042267581,52248.5836633922
E05001108,Walker,,E05001108,428952.67095295,563863.273539738
E05004129,Harbour,,E05004129,601684.406651354,222946.189580562
E05001556,Cockerton West,,E05001556,426466.566544014,515945.291165777
E05001724,Waltham,,E05001724,526015.222052398,402056.680592314
E05001754,Heslington,,E05001754,464132.727432387,448998.361300045
E05000594,Endlebury,,E05000594,537867.441170494,193890.240057287
E05004234,Frinton,,E05004234,623705.587866646,219916.828228676
E05008410,Warminster Broadway,,E05008410,386189.669515832,144149.628891426
E05005723,Burgh and Haverscroft,,E05005723,603987.643940375,293931.591043792
E05002275,College Town,,E05002275,485838.980192588,161394.780257768
E05000559,Carshalton South and Clockhouse,,E05000559,528037.552781611,161744.341791856
E05001650,Hawes Side,,E05001650,332368.806048391,433906.225048306
E05000498,Chadwell,,E05000498,547250.586288843,188403.464722549
E05001781,Oakwood,,E05001781,438275.549712886,338736.289597345
E05001571,North Road,,E05001571,429129.611013541,516358.867381951
E05002457,Bevois,,E05002457,442749.346425089,112884.982128851
E05000993,St Helens,,E05000993,434977.547410023,409132.92544271
E05000952,Sudell,,E05000952,338564.373197857,402072.650922285
E05007321,Fetcham West,,E05007321,513662.573120094,157104.151056486
E05003214,Hartside,,E05003214,364653.992427829,535023.972684627
E05000153,Fairfield,,E05000153,533332.73177202,165278.380628933
E05000192,Walpole,,E05000192,517003.210088912,180003.541581279
E05008493,"Havenstreet, Ashey and Haylands",,E05008493,457368.087690092,89567.1905332197
E05001123,Longbenton,,E05001123,426585.641454127,569601.923706527
E05003467,Exe Valley,,E05003467,292750.003302681,98602.3573006146
E05001999,St George West,,E05001999,362523.055162295,173682.262439876
E05001198,Northfield,,E05001198,402348.718283817,278390.727480532
E05005205,Warton and Westby,,E05005205,338349.763745886,430423.058762857
E05006038,Hackleton,,E05006038,480375.98710545,254144.450439095
E05006839,Langport and Huish,,E05006839,342596.317988339,126411.715919021
E05006600,Abingdon Dunmore,,E05006600,449928.720801834,198899.509141948
E05008795,Houghton Hall,,E05008795,500753.915742882,223773.211169706
E05002636,"Ballinger, South Heath and Chartridge",,E05002636,492451.293280163,202371.633504841
E05001399,Dewsbury South,,E05001399,424069.249754796,418745.757875487
E05002419,Woughton,,E05002419,486441.838049683,236718.326211419
E05004753,Bushey North,,E05004753,513118.38447468,197093.856675112
E05001221,Earlsdon,,E05001221,431944.074278494,277437.879556251
E05001798,Latimer,,E05001798,459711.083449016,305925.09991343
E05004837,Sarratt,,E05004837,505281.031176446,198999.09871143
E05004036,Wickford Park,,E05004036,575700.537327965,191722.59823576
E05002044,Bitton,,E05002044,368925.067481773,170193.173633205
E05003200,Moresby,,E05003200,299839.888868111,520114.901802086
E05001902,Muxton,,E05001902,372187.45818495,313006.175527942
E05001103,North Jesmond,,E05001103,425341.880595446,566594.666370466
E05004283,The Eastons,,E05004283,559278.772984853,225889.798427407
E05001036,Wath,,E05001036,444062.934920048,400286.654091174
E05001837,Radford and Park,,E05001837,455833.559611864,340074.811782232
E05008721,Bradeley and Chell Heath,,E05008721,387932.5010928,351943.311884466
E05004054,Kelvedon,,E05004054,585615.999327,219399.566337078
E05005216,Overton,,E05005216,372681.032755416,433122.569846463
E05004855,Hatfield South,,E05004855,521859.41125228,207020.315232632
E05006349,Hambleton,,E05006349,457350.34632208,429389.316647325
E05004190,Althorne,,E05004190,589263.970324995,200521.438726248
E05004991,East,,E05004991,576990.129325885,156613.799967109
E05008197,Whittington,,E05008197,334594.519981201,328718.066256902
E05003660,Burton and Winkton,,E05003660,417028.241143751,95487.5791577117
E05000986,Monk Bretton,,E05000986,437122.803516241,408185.318885452
E05000187,Perivale,,E05000187,516381.226392379,183192.12000594
E05006931,Stapenhill,,E05006931,425466.908037058,321194.548394189
E05002725,Fordham Villages,,E05002725,565456.102056371,269072.588000585
E05007100,Sudbury North,,E05007100,587155.786987602,242583.519684573
E05007901,Dodderhill,,E05007901,392003.950535107,267235.858820443
E05002113,Boscombe East,,E05002113,412353.665409246,91903.2779684562
E05005475,Peatling,,E05005475,460204.428052451,290083.200390122
E05004403,Uplands,,E05004403,385303.863191233,206215.314505612
E05005863,Roughton,,E05005863,623079.312869015,337237.175958328
E05007247,Wainford,,E05007247,642293.87760313,287268.602270925
E05005062,Grove,,E05005062,588578.758301678,165309.149514594
E05008171,Meole,,E05008171,348420.757691475,310555.021377668
E05002077,Yate North,,E05002077,371477.39340758,184189.22890616
E05003354,Hartington and Taddington,,E05003354,412716.544303908,367172.889576778
E05000989,Penistone East,,E05000989,429163.827459308,402671.906874469
E05004394,"Randwick, Whiteshill and Ruscombe",,E05004394,383233.791191667,206677.929752513
E05006189,Aire Valley with Lothersdale,,E05006189,398520.759384358,447039.032255281
E05006988,Bilbrook,,E05006988,389290.838759242,303806.904408829
E05000188,South Acton,,E05000188,519649.929445545,180036.760545807
E05000344,Yeading,,E05000344,511855.131144903,181708.33930289
E05005142,Pembury,,E05005142,563061.912532389,141513.53364402
E05005525,Oakthorpe and Donisthorpe,,E05005525,431720.236388326,313363.678939462
E05005943,Badby,,E05005943,454398.434471393,259885.143959619
E05000210,Town,,E05000210,533028.819081294,197340.826321699
E05003369,Cotmanhay,,E05003369,446656.315077902,343389.260767022
E05002192,West,,E05002192,516941.101715962,298548.17234034
E05007624,Sidlesham,,E05007624,485171.007099139,98356.3941433901
E05000260,Parsons Green and Walham,,E05000260,525476.110334149,176741.15579219
E05001148,Simonside and Rekendyke,,E05001148,435479.430805627,565266.02859221
E05001949,Kingsmead,,E05001949,373964.187491391,165229.165989165
E05006961,Stowe,,E05006961,412376.83789863,310210.417070888
E05001643,Anchorsholme,,E05001643,331724.322756356,442069.767120505
E05007489,Wem Brook,,E05007489,436431.455001279,289886.835265592
E05008667,Dodleston and Huntington,,E05008667,339059.770060946,361511.850633082
E05002595,Aylesbury Central,,E05002595,482085.574904369,213644.973434248
E05006244,High Harrogate,,E05006244,430802.659494059,455685.435164616
E05006540,Otmoor,,E05006540,456616.155897069,214999.16482263
E05000213,Winchmore Hill,,E05000213,531271.227206791,194066.145042003
E05000895,Croxteth,,E05000895,340709.986804625,395479.929286102
E05000094,Kilburn,,E05000094,525029.690792735,183538.432379609
E05005560,Binbrook,,E05005560,526480.40147349,392423.421375801
E05001725,West Marsh,,E05001725,526571.624964021,410358.130495655
E05004657,Denmead,,E05004657,465209.689863179,112109.931139897
E05007220,Seckford,,E05007220,627442.2430254,249158.052921544
E05002228,West Shoebury,,E05002228,592563.662666385,184986.252662891
E05007474,Abbey,,E05007474,435804.447748544,292034.315311823
E05002456,Bassett,,E05002456,441474.286386087,116036.674902332
E05007632,Broadfield North,,E05007632,525526.368005929,134804.168229899
E05000980,Darton West,,E05000980,430607.316724335,409103.563248138
E05007679,Cuckfield,,E05007679,529513.817389491,125156.90670914
E05000181,Lady Margaret,,E05000181,513141.207968454,181716.34771956
E05005619,Bassingham and Brant Broughton,,E05005619,490362.208405057,358202.292678392
E05004731,Hertford Sele,,E05004731,530913.479875451,213438.933695117
E05001242,Cradley and Wollescote,,E05001242,393409.204743807,284210.206547373
E05006789,The Pennards and Ditcheat,,E05006789,359041.704772486,136664.935849741
E05005886,Thorpe Hamlet,,E05005886,626740.550535906,307596.884263591
E05005087,Cliftonville East,,E05005087,637916.126374455,171048.185341882
E05000413,Surbiton Hill,,E05000413,518303.063177258,166453.833465257
E05007546,Clarendon,,E05007546,433254.86311943,265999.906118986
E05001598,Appleton,,E05001598,362858.719472642,384095.286119432
E05006630,Brize Norton and Shilton,,E05006630,428744.632225348,210372.365794281
E05001381,Rastrick,,E05001381,414127.744676095,421764.31433642
E05004443,Kempshott,,E05004443,460320.531130598,149722.07775956
E05004533,Bridgemary North,,E05004533,458336.97842612,104073.895107382
E05007165,Barningham,,E05007165,598493.559641807,277509.701042405
E05000751,North Heywood,,E05000751,386150.151153984,411127.094739454
E05006272,Woodfield,,E05006272,431244.332325054,456887.990039579
E05001551,Western Parishes,,E05001551,438577.842434088,518743.938019375
E05001483,Ayresome,,E05001483,447498.041545866,518566.035788798
E05007613,Fishbourne,,E05007613,483459.725665347,104690.954393397
E05007964,Blackhalls,,E05007964,444066.458037605,536605.371340121
E05001984,Eastville,,E05001984,361923.920185371,175431.474873712
E05000335,Northwood,,E05000335,508358.534399568,190818.223946081
E05000640,Maida Vale,,E05000640,525683.94705341,182762.864754309
E05007281,Stamford,,E05007281,519227.464007039,160985.790965465
E05008917,Brendon Hills,,E05008917,300662.516643339,131233.378832975
E05001185,Edgbaston,,E05001185,405034.608579647,284834.942513015
E05005317,Eden,,E05005317,381450.940086736,417933.983145743
E05002125,Talbot and Branksome Woods,,E05002125,407982.259697092,92512.7617217326
E05005334,Charnock,,E05005334,353482.888897197,426251.57926165
E05002637,Central,,E05002637,500904.74167015,190725.040138485
E05005307,Read and Simonstone,,E05005307,377123.965441445,434926.107568922
E05006232,Thirsk,,E05006232,441316.970502943,482251.713099377
E05007263,Oxshott and Stoke D'Abernon,,E05007263,514352.836629242,160375.665310233
E05002671,Stoke Poges,,E05002671,497864.301460544,183916.742677361
E05001584,Farnworth,,E05001584,351801.006515936,388414.937773901
E05003581,South Brent,,E05003581,271398.594935008,59444.5551489848
E05002405,Hanslope Park,,E05002405,481085.384016607,245538.499193606
E05008561,Holme Valley North,,E05008561,410802.4340289,410762.066993675
E05002819,The Mordens,,E05002819,528898.886810907,243586.386472977
E05002018,Easton-in-Gordano,,E05002018,353158.210742545,174803.029600613
E05005850,Glaven Valley,,E05005850,603254.931567971,340105.011731212
E05005051,New Romney Town,,E05005051,606758.545827854,124896.909547423
E05005532,Oadby Grange,,E05005532,462365.858377421,301603.230894651
E05007835,St Johns,,E05007835,396424.219059348,270755.615323279
E05007034,Stonefield and Christchurch,,E05007034,390373.243443632,334463.708483172
E05004212,Hawkwell North,,E05004212,586067.235026458,192705.776969929
E05002669,Iver Heath,,E05002669,503004.111670112,183552.365512495
E05008738,Lightwood North and Normacot,,E05008738,391951.619500603,341893.3666298
E05007528,Shipston,,E05007528,425377.207827693,240523.579968687
E05003628,Northam,,E05003628,244523.4552979,129155.788690864
E05003673,Colehill East,,E05003673,403752.418624709,101438.452719546
E05008676,Handbridge Park,,E05008676,340299.396893791,365092.203738762
E05003784,Wyke Regis,,E05003784,366287.620541694,77165.6559353349
E05008929,Watchet,,E05008929,307055.59569627,143088.627284047
E05002767,Elton and Folksworth,,E05002767,511574.453721336,293612.510558648
E05005295,"Bowland, Newton and Slaidburn",,E05005295,372089.516740402,451994.761739792
E05008546,Boniface,,E05008546,283730.515160806,99866.8648848197
E05001742,Kingsway with Lincoln Gardens,,E05001742,488974.292082459,409509.587135853
E05004349,Hewelsfield and Woolaston,,E05004349,357937.498962209,199834.985988549
E05001555,Cockerton East,,E05001555,427645.954916517,516034.476546515
E05002061,Longwell Green,,E05002061,365559.244654789,170930.447280051
E05006586,Hagbourne,,E05006586,454593.254804595,187332.212406947
E05007298,Onslow,,E05007298,497672.804859563,149666.763171467
E05007837,Slideslow,,E05007837,396934.81431164,270071.471682737
E05007036,Tillington,,E05007036,390511.911734589,324220.00216912
E05005489,Hinckley De Montfort,,E05005489,443465.532080396,295212.261153456
E05008720,Boothen and Oak Hill,,E05008720,387521.159465962,344512.084800971
E05002238,Little Thurrock Rectory,,E05002238,562854.494203831,178480.104795998
E05001441,Temple Newsam,,E05001441,435230.140347172,432252.622048481
E05003190,Frizington,,E05003190,303193.431436295,516733.077511935
E05003991,Crowborough Jarvis Brook,,E05003991,553487.511340713,130116.988995185
E05008924,Minehead North,,E05008924,296718.057628244,146883.927328262
E05003394,Chapel West,,E05003394,405495.846246023,379883.79290631
E05004729,Hertford Rural North,,E05004729,531284.027276786,216867.396677223
E05001346,Bradford Moor,,E05001346,418646.906955285,433596.462115854
E05005711,Scampton,,E05005711,494043.969306902,383649.813042908
E05005511,Appleby,,E05005511,432858.652203671,310077.439764912
E05004332,Tetbury,,E05004332,389124.809298596,193462.644813249
E05007642,Southgate,,E05007642,526459.720553003,135897.623477812
E05004451,Rooksdown,,E05004451,461465.425517494,154023.08835125
E05008232,Helston North,,E05008232,166347.52217742,26313.8105441705
E05001572,Northgate,,E05001572,428645.104938654,515171.912165911
E05000677,Pilkington Park,,E05000677,379325.282359114,405298.350766515
E05008725,Dresden and Florence,,E05008725,391073.391111927,342307.392251566
E05008287,St Cleer,,E05008287,220619.105970773,70244.5801486616
E05002306,Northcroft,,E05002306,446626.654743702,167498.881270055
E05007236,Harbour,,E05007236,655165.852136771,293645.366512974
E05005825,Rudham,,E05005825,582832.845063264,330662.824968275
E05005024,"Penshurst, Fordcombe and Chiddingstone",,E05005024,550986.428449108,143534.962378903
E05008598,Swanspool,,E05008598,488768.220063663,267661.206819009
E05000316,Mawneys,,E05000316,549727.844859083,190275.201470708
E05006339,Weaponness,,E05006339,504682.586598967,486201.06165333
E05008791,Eaton Bray,,E05008791,497213.793364874,221280.303001026
E05003381,Ockbrook And Borrowash,,E05003381,442406.731218413,336100.618018157
E05008752,Bromham and Biddenham,,E05008752,501234.231165096,251368.733727218
E05003379,Long Eaton Central,,E05003379,449081.159705014,332491.869629785
E05000402,Beverley,,E05000402,521204.080067438,168516.622159989
E05006327,Hertford,,E05006327,509278.630263606,476956.117308397
E05000293,Headstone South,,E05000293,514334.246624106,188834.805127889
E05006352,North Duffield,,E05006352,467795.107339153,438682.91427625
E05003611,Teignmouth Central,,E05003611,293446.959442115,74320.0218043452
E05001505,Brotton,,E05001505,469380.241342221,520247.796254418
E05004355,Newent Central,,E05004355,372229.687944935,225466.399205547
E05005957,Ravensthorpe,,E05005957,467771.695738619,269357.022332863
E05005156,Gannow,,E05005156,381748.673565709,433119.905328176
E05000322,Squirrel's Heath,,E05000322,553390.406741801,189406.173793839
E05007694,Broadwater,,E05007694,515306.492385315,104412.53468121
E05004839,Central,,E05004839,511267.4512621,196429.078585086
E05004038,Bocking Blackwater,,E05004038,577167.725056861,223829.568776766
E05003276,Windermere Applethwaite and Troutbeck,,E05003276,340625.434005457,504092.545320416
E05007507,Overslade,,E05007507,449404.598956584,273743.806767549
E05008601,Backwell,,E05008601,350203.89611258,167797.684712939
E05001699,Howden,,E05001699,472715.229417564,428098.003961701
E05007329,Banstead Village,,E05007329,525629.160854568,160168.845865551
E05000415,Tudor,,E05000415,518198.927350407,170918.638366079
E05005667,Bourne West,,E05005667,508605.670305902,320945.804930927
E05000951,St Oswald,,E05000951,335271.648662003,399724.571841569
E05000150,Coulsdon East,,E05000150,530902.58450093,157877.431299813
E05003349,Chatsworth,,E05003349,426726.325696927,370869.621952151
E05001841,Wollaton West,,E05001841,452754.527310893,339522.200672054
E05001040,Beauchief and Greenhill,,E05001040,434173.936490199,381382.119799114
E05006823,Burrow Hill,,E05006823,341294.858856994,120639.421725383
E05004322,Fairford,,E05004322,415041.561036643,202538.704838952
E05001277,Smethwick,,E05001277,401458.014895585,287963.730554207
E05003319,South Normanton East,,E05003319,445128.227960183,357130.720266246
E05001290,Kingshurst and Fordbridge,,E05001290,416993.775245655,287492.192255827
E05006205,Sutton-in-Craven,,E05006205,399994.674811041,443095.594783773
E05008887,Sandhurst,,E05008887,454215.240574296,360157.753856084
E05005355,Walton-le-Dale,,E05005355,354817.189691054,427649.506988544
E05004353,Lydney North,,E05004353,364365.370089647,205041.097203311
E05006920,Branston,,E05006920,422112.318320833,322154.742741151
E05008909,King's Isle,,E05008909,335111.697862588,135592.345549685
E05004815,Shephall,,E05004815,525625.631531404,223042.03449592
E05004014,Rotherfield,,E05004014,554630.647612617,129021.239784815
E05007829,Hagley,,E05007829,391827.99733973,281191.427170586
E05007028,Milford,,E05007028,396486.098926276,322644.951840436
E05005698,Cherry Willingham,,E05005698,503608.869107471,373519.137940789
E05007649,Chanctonbury,,E05007649,511695.315725877,117562.665955563
E05000099,Queensbury,,E05000099,519731.360729027,189577.374082166
E05000898,Greenbank,,E05000898,338231.521105237,388339.602638933
E05005256,Coates,,E05005256,388177.710683414,447841.53417514
E05004210,Foulness and Great Wakering,,E05004210,602284.625055295,191052.08496938
E05004117,Trinity,,E05004117,572008.622604982,207303.279080014
E05004916,Northgate,,E05004916,616140.353165944,159008.631708273
E05006548,Churchill,,E05006548,454533.4868455,206092.234367058
E05005367,Knowsley,,E05005367,340595.925575578,408326.595703852
E05001336,Spring Vale,,E05001336,392898.034520758,295239.003698554
E05007561,Willes,,E05007561,432983.350299622,264939.181514493
E05003504,St Leonard's,,E05003504,292927.381609849,91837.2298793218
E05005888,University,,E05005888,619792.344715598,307933.338844695
E05005892,Bunwell,,E05005892,612483.922555495,291235.952628763
E05005093,Margate Central,,E05005093,635429.664086726,170887.951748884
E05005089,Dane Valley,,E05005089,636988.611882063,170026.24648152
E05008573,Shurdington,,E05008573,392977.879940816,218727.192760251
E05006940,Armitage with Handsacre,,E05006940,407965.578571254,316231.371843696
E05002656,Beaconsfield South,,E05002656,494885.272048381,189444.959543203
